id_customer,merchant_name,id_order,order_date,order_total_paid,order_delivery_fee,order_total_promo,order_tip,order_year,order_normal_price,deliveroo_plus
87965,deliveroo,45214895,2019-03-20,26.28,0.0,0.0,0.0,2019,26.28,1
87965,deliveroo,45214896,2019-03-19,14.86,0.0,0.0,0.0,2019,14.86,1
87965,deliveroo,45571954,2019-03-25,38.16,0.0,0.0,0.0,2019,38.16,1
87965,deliveroo,45571955,2019-03-25,28.95,0.0,0.0,0.0,2019,28.95,1
87965,deliveroo,45571956,2019-03-27,57.19,0.0,0.0,0.0,2019,57.19,1
87965,deliveroo,45571958,2019-03-27,16.93,0.0,0.0,0.0,2019,16.93,1
87965,deliveroo,45571960,2019-03-27,17.81,0.0,0.0,0.0,2019,17.81,1
87965,deliveroo,45571963,2019-03-28,12.77,0.0,0.0,0.0,2019,12.77,1
87965,deliveroo,45686638,2019-03-30,25.34,0.0,0.0,0.0,2019,25.34,1
88011,deliveroo,35642060,2019-01-03,14.38,0.0,0.0,0.0,2019,14.38,1
88011,deliveroo,36567769,2019-01-10,14.22,0.0,0.0,0.0,2019,14.22,1
88011,deliveroo,42320121,2019-02-12,14.35,0.0,0.0,0.0,2019,14.35,1
88011,deliveroo,42568799,2019-02-15,13.79,0.0,0.0,0.0,2019,13.79,1
88011,deliveroo,44592953,2019-03-12,16.14,0.0,0.0,0.0,2019,16.14,1
88422,deliveroo,32334849,2018-11-22,45.06,0.0,0.0,1.0,2018,45.06,1
88422,deliveroo,33815998,2018-12-09,45.28,0.0,0.0,1.0,2018,45.28,1
88422,deliveroo,33823919,2018-12-06,47.63,0.0,0.0,1.0,2018,47.63,1
88422,deliveroo,34178302,2018-12-17,49.03,0.0,0.0,1.0,2018,49.03,1
88422,deliveroo,39340474,2019-01-22,46.37,0.0,0.0,1.0,2019,46.37,1
88422,deliveroo,40416154,2019-01-31,42.48,0.0,0.0,1.0,2019,42.48,1
88422,deliveroo,42320726,2019-02-13,50.26,0.0,0.0,1.0,2019,50.26,1
88422,deliveroo,43565543,2019-02-25,65.66,0.0,0.0,1.0,2019,65.66,1
88422,deliveroo,43720109,2019-03-01,43.35,0.0,0.0,1.0,2019,43.35,1
88422,deliveroo,43847150,2019-03-02,38.69,0.0,0.0,1.0,2019,38.69,1
88422,deliveroo,44267545,2019-03-05,53.49,0.0,0.0,1.0,2019,53.49,1
88422,deliveroo,44267552,2019-03-10,34.13,0.0,0.0,1.0,2019,34.13,1
88422,deliveroo,45022605,2019-03-17,54.43,0.0,0.0,1.0,2019,54.43,1
88422,deliveroo,45619158,2019-03-27,41.64,0.0,0.0,1.0,2019,41.64,1
88534,deliveroo,33675264,2018-12-08,14.23,0.0,0.0,0.0,2018,14.23,1
88611,deliveroo,28409866,2018-10-15,16.13,0.0,0.0,0.0,2018,16.13,1
88611,deliveroo,28802044,2018-10-21,35.73,0.0,0.0,0.0,2018,35.73,1
88611,deliveroo,30992195,2018-11-05,33.78,0.0,0.0,0.0,2018,33.78,1
